@relation test
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug numeric
@data
4.0,2.0,0.0,6.0,8.0,6.0,2.0,5.0,4.0,2.0,26.0,0.0,0.0,0.896551724,0.5,0.0,0.0,5.5,1.0,0.75,0
6.0,3.0,0.0,21.0,33.0,15.0,1.0,21.0,2.0,2.0,176.0,0.0,0.0,0.8,0.5,2.0,2.0,28.33333333,1.0,0.6667,0
2.0,3.0,0.0,3.0,7.0,1.0,0.0,3.0,1.0,2.0,24.0,0.0,0.0,0.833333333,0.666666667,1.0,1.0,11.0,1.0,0.5,0
26.0,1.0,1.0,10.0,47.0,0.0,5.0,5.0,24.0,0.08,236.0,1.0,1.0,0.0,0.258241758,0.0,0.0,8.038461538,2.0,1.0,0
4.0,3.0,0.0,4.0,19.0,6.0,1.0,4.0,3.0,2.0,62.0,0.0,0.0,0.8888888890000001,0.375,1.0,1.0,14.5,1.0,0.5,0
8.0,3.0,0.0,6.0,13.0,14.0,2.0,6.0,8.0,0.666666667,70.0,1.0,0.0,0.9090909090000001,0.35,1.0,1.0,7.375,1.0,0.875,0
13.0,2.0,0.0,18.0,112.0,76.0,3.0,17.0,1.0,0.875,1000.0,1.0,1.0,0.4,0.272727273,1.0,1.0,75.76923077,10.0,5.2308,0
13.0,1.0,0.0,66.0,13.0,78.0,66.0,1.0,13.0,2.0,13.0,0.0,0.0,0.0,0.36923076899999996,0.0,0.0,0.0,1.0,1.0,1
2.0,1.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,0.0,12.0,1.0,1.0,0.0,0.75,0.0,0.0,4.5,1.0,0.5,0
6.0,3.0,0.0,13.0,18.0,13.0,1.0,13.0,4.0,0.8,76.0,1.0,0.0,0.8,0.333333333,1.0,1.0,11.5,1.0,0.6667,0
