@relation test
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug numeric
@data
5.0,1.0,0.0,34.0,5.0,10.0,34.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,1
1.0,3.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,2.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,0
3.0,4.0,0.0,8.0,17.0,1.0,0.0,8.0,3.0,0.0,75.0,1.0,0.0,0.9642857140000001,0.666666667,3.0,3.0,23.0,1.0,0.6667,0
148.0,1.0,0.0,60.0,236.0,0.0,43.0,55.0,48.0,0.733908948,9104.0,0.7692307690000001,9.0,0.0,0.147804054,0.0,0.0,60.33783784,34.0,4.5878,0
8.0,1.0,0.0,17.0,44.0,18.0,3.0,17.0,7.0,0.761904762,360.0,0.666666667,2.0,0.0,0.4375,0.0,0.0,43.625,1.0,0.875,1
3.0,2.0,0.0,3.0,6.0,3.0,0.0,3.0,3.0,2.0,17.0,0.0,0.0,0.9642857140000001,0.533333333,0.0,0.0,4.666666667,1.0,0.3333,1
4.0,1.0,1.0,2.0,19.0,0.0,1.0,1.0,2.0,0.0,101.0,1.0,0.0,0.0,0.5,0.0,0.0,23.75,1.0,0.75,1
5.0,2.0,0.0,10.0,12.0,10.0,4.0,8.0,5.0,2.0,62.0,0.0,0.0,0.9,0.4,1.0,2.0,11.4,1.0,0.6,1
7.0,1.0,0.0,16.0,12.0,0.0,11.0,6.0,7.0,0.5,140.0,1.0,3.0,0.0,0.326530612,0.0,0.0,18.57142857,5.0,2.4286,1
5.0,4.0,0.0,44.0,6.0,0.0,43.0,1.0,5.0,0.666666667,40.0,1.0,0.0,0.764705882,0.533333333,0.0,0.0,6.4,1.0,0.8,1
10.0,3.0,0.0,16.0,31.0,29.0,0.0,16.0,9.0,0.7222222220000001,284.0,1.0,0.0,0.859649123,0.26984127,3.0,3.0,27.0,5.0,1.5,0
12.0,1.0,0.0,6.0,39.0,46.0,1.0,5.0,3.0,0.8,510.0,1.0,2.0,0.0,0.22727272699999998,0.0,0.0,41.08333333,11.0,3.5,1
22.0,1.0,0.0,13.0,70.0,229.0,13.0,0.0,21.0,0.976190476,681.0,1.0,0.0,0.0,0.172619048,0.0,0.0,29.86363636,8.0,2.6364,1
5.0,2.0,0.0,6.0,13.0,10.0,0.0,6.0,5.0,2.0,51.0,0.0,0.0,0.7142857140000001,0.45,0.0,0.0,9.2,1.0,0.8,1
0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,2.0,75.0,0.0,0.0,0.0,0.5,0.0,0.0,36.5,9.0,4.5,1
17.0,1.0,0.0,11.0,47.0,42.0,2.0,10.0,6.0,0.7013888890000001,688.0,1.0,2.0,0.0,0.36470588200000004,0.0,0.0,38.94117647,12.0,2.7647,1
4.0,2.0,0.0,10.0,20.0,6.0,4.0,8.0,4.0,2.0,131.0,0.0,0.0,0.931034483,0.41666666700000005,1.0,1.0,31.75,1.0,0.5,1
9.0,2.0,0.0,11.0,34.0,34.0,1.0,10.0,6.0,0.75,239.0,1.0,0.0,0.5,0.333333333,0.0,0.0,25.44444444,6.0,1.4444,1
35.0,1.0,0.0,47.0,35.0,595.0,47.0,35.0,35.0,2.0,35.0,0.0,0.0,0.0,0.081081081,0.0,0.0,0.0,1.0,1.0,0
4.0,1.0,0.0,10.0,24.0,0.0,1.0,9.0,4.0,0.166666667,178.0,1.0,1.0,0.0,0.5,0.0,0.0,43.0,2.0,1.0,1
6.0,2.0,0.0,6.0,9.0,13.0,4.0,4.0,5.0,0.8,28.0,1.0,0.0,0.9,0.4,0.0,0.0,3.5,1.0,0.5,1
45.0,1.0,0.0,27.0,112.0,730.0,3.0,24.0,35.0,0.83677686,844.0,1.0,6.0,0.0,0.209876543,0.0,0.0,17.51111111,4.0,1.2667,1
8.0,2.0,0.0,8.0,35.0,12.0,0.0,8.0,5.0,0.5,262.0,1.0,0.0,0.588235294,0.375,0.0,0.0,31.5,6.0,2.0,1
3.0,4.0,0.0,9.0,21.0,3.0,0.0,9.0,2.0,1.5,119.0,1.0,0.0,0.9642857140000001,0.666666667,2.0,4.0,38.33333333,2.0,1.0,0
4.0,1.0,0.0,0.0,12.0,6.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,11.5,2.0,1.0,1
19.0,1.0,0.0,11.0,46.0,0.0,1.0,10.0,19.0,0.7,227.0,0.2,2.0,0.0,0.19298245600000002,0.0,0.0,10.68421053,4.0,1.3158,1
6.0,1.0,0.0,8.0,32.0,0.0,0.0,8.0,4.0,0.4,160.0,1.0,1.0,0.0,0.41666666700000005,0.0,0.0,25.33333333,2.0,1.3333,1
29.0,1.0,40.0,65.0,43.0,330.0,57.0,11.0,29.0,0.917857143,318.0,0.9,6.0,0.0,0.179310345,0.0,0.0,9.620689655,4.0,1.2414,1
94.0,1.0,0.0,5.0,126.0,413.0,1.0,4.0,10.0,0.8025415440000001,10760.0,0.272727273,1.0,0.0,0.33870967700000004,0.0,0.0,113.1170213,95.0,10.5426,0
5.0,2.0,0.0,10.0,22.0,10.0,4.0,8.0,5.0,2.0,153.0,0.0,0.0,0.9,0.4,1.0,1.0,29.6,1.0,0.6,1
6.0,4.0,0.0,4.0,51.0,15.0,0.0,4.0,3.0,1.2,304.0,1.0,0.0,0.9152542370000001,0.36666666700000006,2.0,4.0,49.16666667,1.0,0.8333,0
5.0,2.0,0.0,17.0,33.0,0.0,4.0,15.0,5.0,0.25,292.0,1.0,0.0,0.9,0.46666666700000003,1.0,2.0,57.0,1.0,0.6,1
10.0,3.0,0.0,22.0,20.0,3.0,20.0,2.0,10.0,0.0,85.0,1.0,0.0,0.7777777779999999,0.38,1.0,4.0,7.4,1.0,0.6,1
4.0,2.0,0.0,33.0,25.0,0.0,21.0,13.0,4.0,0.666666667,214.0,1.0,0.0,0.842105263,0.5,1.0,1.0,52.0,1.0,0.75,1
1.0,4.0,0.0,26.0,2.0,0.0,25.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1
6.0,2.0,0.0,7.0,33.0,0.0,0.0,7.0,5.0,0.4,279.0,1.0,0.0,0.666666667,0.45833333299999995,1.0,1.0,45.16666667,9.0,2.6667,1
5.0,1.0,0.0,4.0,5.0,10.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1
4.0,2.0,0.0,8.0,12.0,6.0,4.0,6.0,4.0,2.0,42.0,0.0,0.0,0.931034483,0.41666666700000005,1.0,1.0,9.5,1.0,0.5,1
2.0,2.0,0.0,10.0,17.0,1.0,6.0,5.0,2.0,2.0,87.0,0.0,0.0,0.9411764709999999,1.0,1.0,1.0,42.5,1.0,0.5,1
18.0,3.0,1.0,13.0,63.0,149.0,2.0,11.0,6.0,1.019607843,417.0,0.444444444,1.0,0.6,0.33823529399999996,1.0,2.0,21.66666667,5.0,1.1111,1
18.0,1.0,0.0,3.0,37.0,133.0,2.0,3.0,18.0,0.882352941,302.0,0.0,1.0,0.0,0.333333333,0.0,0.0,15.66666667,4.0,1.3889,1
5.0,2.0,0.0,9.0,27.0,0.0,4.0,7.0,5.0,0.3125,180.0,1.0,1.0,0.9,0.433333333,1.0,1.0,34.2,2.0,0.8,1
3.0,4.0,0.0,8.0,22.0,3.0,0.0,8.0,2.0,1.5,124.0,1.0,0.0,0.9642857140000001,0.666666667,3.0,4.0,38.0,2.0,1.0,0
4.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,4.0,0.333333333,23.0,1.0,0.0,0.0,0.625,0.0,0.0,4.5,1.0,0.75,1
6.0,3.0,0.0,8.0,18.0,15.0,0.0,8.0,5.0,1.0,160.0,0.0,0.0,0.907407407,0.5,0.0,0.0,25.5,2.0,1.0,0
11.0,1.0,3.0,12.0,15.0,29.0,9.0,4.0,11.0,0.775,68.0,1.0,1.0,0.0,0.24675324699999998,0.0,0.0,4.818181818,1.0,0.9091,1
18.0,3.0,0.0,13.0,80.0,117.0,0.0,13.0,16.0,0.929411765,534.0,1.0,0.0,0.685185185,0.3,1.0,1.0,28.11111111,4.0,1.1111,1
4.0,1.0,0.0,3.0,14.0,0.0,1.0,2.0,4.0,0.5,92.0,1.0,1.0,0.0,0.4,0.0,0.0,21.5,3.0,1.25,1
