@relation test
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug numeric
@data
3.0,1.0,0.0,3.0,19.0,0.0,0.0,3.0,2.0,0.75,104.0,0.5,0.0,0.0,0.666666667,0.0,0.0,33.0,1.0,0.6667,-1
3.0,5.0,0.0,6.0,14.0,3.0,5.0,2.0,3.0,2.0,52.0,0.0,0.0,0.96875,0.5555555560000001,1.0,1.0,16.33333333,3.0,1.6667,-1
10.0,1.0,0.0,15.0,39.0,19.0,4.0,12.0,8.0,0.8888888890000001,344.0,0.25,1.0,0.0,0.228571429,0.0,0.0,32.6,3.0,1.1,-1
24.0,3.0,0.0,17.0,118.0,72.0,2.0,15.0,17.0,0.851449275,1066.0,0.916666667,1.0,0.6166666670000001,0.185185185,3.0,4.0,42.91666667,6.0,1.7083,1
12.0,1.0,0.0,3.0,22.0,44.0,1.0,2.0,5.0,0.805194805,156.0,1.0,1.0,0.0,0.261904762,0.0,0.0,11.41666667,4.0,1.25,-1
19.0,3.0,0.0,10.0,61.0,135.0,0.0,10.0,16.0,0.8888888890000001,504.0,1.0,0.0,0.672727273,0.37894736799999995,1.0,1.0,24.78947368,13.0,1.9474,-1
2.0,3.0,0.0,3.0,7.0,1.0,1.0,3.0,2.0,2.0,23.0,0.0,0.0,0.96969697,1.0,0.0,0.0,10.5,1.0,0.5,-1
3.0,2.0,0.0,4.0,6.0,0.0,1.0,3.0,3.0,0.0,30.0,1.0,0.0,0.818181818,0.666666667,0.0,0.0,8.666666667000001,2.0,1.0,-1
23.0,4.0,2.0,22.0,77.0,149.0,2.0,20.0,16.0,0.826704545,1164.0,1.0,4.0,0.7777777779999999,0.14285714300000002,3.0,7.0,48.91304348,19.0,2.3043,-1
12.0,3.0,0.0,11.0,38.0,2.0,2.0,10.0,8.0,0.409090909,224.0,1.0,0.0,0.731707317,0.197916667,2.0,3.0,17.5,4.0,1.8333,1
7.0,1.0,0.0,2.0,8.0,0.0,2.0,0.0,1.0,0.5,1082.0,0.0,0.0,0.0,0.666666667,0.0,0.0,153.28571430000002,2.0,0.8571,-1
20.0,4.0,0.0,13.0,97.0,116.0,1.0,13.0,16.0,0.8684210529999999,895.0,1.0,0.0,0.7625,0.19,4.0,4.0,42.85,1.0,0.95,1
9.0,1.0,0.0,8.0,23.0,0.0,5.0,3.0,8.0,0.5,148.0,1.0,1.0,0.0,0.288888889,0.0,0.0,14.88888889,4.0,1.3333,-1
3.0,2.0,0.0,5.0,7.0,1.0,1.0,4.0,3.0,0.5,29.0,1.0,0.0,0.818181818,0.666666667,0.0,0.0,8.333333332999999,1.0,0.6667,-1
30.0,1.0,0.0,31.0,65.0,303.0,29.0,4.0,26.0,0.689655172,634.0,1.0,0.0,0.0,0.17733990100000002,0.0,0.0,20.03333333,18.0,2.2333,1
3.0,6.0,0.0,7.0,11.0,3.0,5.0,3.0,3.0,2.0,37.0,0.0,0.0,0.96969697,1.0,2.0,3.0,11.33333333,2.0,1.3333,-1
30.0,3.0,0.0,15.0,109.0,395.0,4.0,13.0,13.0,0.8697318009999999,929.0,0.5555555560000001,4.0,0.517241379,0.211206897,1.0,1.0,29.66666667,8.0,1.9667,-1
8.0,5.0,0.0,9.0,29.0,0.0,1.0,8.0,5.0,0.571428571,187.0,1.0,0.0,0.8235294120000001,0.375,2.0,5.0,22.0,4.0,1.125,-1
9.0,2.0,0.0,17.0,73.0,14.0,7.0,16.0,4.0,0.725,432.0,1.0,5.0,0.708333333,0.275,1.0,1.0,46.44444444,1.0,0.7778,1
23.0,3.0,0.0,15.0,88.0,201.0,0.0,15.0,19.0,0.847107438,541.0,1.0,1.0,0.627118644,0.144927536,2.0,2.0,22.04347826,13.0,2.1304,-1
1.0,1.0,0.0,16.0,1.0,0.0,15.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1
30.0,3.0,0.0,51.0,102.0,301.0,40.0,13.0,24.0,0.6034482760000001,1238.0,0.5,1.0,0.526315789,0.12183908,2.0,6.0,40.2,15.0,2.6333,-1
8.0,5.0,0.0,6.0,26.0,0.0,1.0,5.0,5.0,0.571428571,172.0,1.0,0.0,0.8235294120000001,0.375,2.0,5.0,20.125,4.0,1.125,-1
3.0,3.0,0.0,3.0,10.0,0.0,0.0,3.0,3.0,0.0,32.0,1.0,0.0,0.9487179490000001,0.666666667,0.0,0.0,9.333333332999999,1.0,0.6667,-1
6.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,6.0,0.0,43.0,1.0,1.0,0.0,0.666666667,0.0,0.0,6.0,1.0,0.8333,-1
3.0,2.0,0.0,9.0,28.0,3.0,1.0,8.0,2.0,2.0,155.0,0.0,0.0,0.92,1.0,1.0,1.0,50.66666667,11.0,4.0,1
13.0,5.0,0.0,11.0,34.0,68.0,5.0,7.0,12.0,0.75,199.0,1.0,0.0,0.837837838,0.292307692,2.0,8.0,14.15384615,5.0,2.1538,-1
