@relation test
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug numeric
@data
14.0,3.0,0.0,8.0,41.0,33.0,1.0,8.0,10.0,0.7606837609999999,385.0,1.0,2.0,0.74,0.35714285700000004,1.0,1.0,25.85714286,4.0,1.5714,-1
5.0,3.0,0.0,9.0,43.0,0.0,0.0,9.0,5.0,0.666666667,276.0,1.0,0.0,0.9024390240000001,0.533333333,2.0,3.0,53.6,1.0,0.8,-1
13.0,1.0,1.0,8.0,20.0,46.0,6.0,2.0,8.0,0.666666667,111.0,1.0,0.0,0.0,0.615384615,0.0,0.0,7.230769231,1.0,0.7692,-1
8.0,4.0,0.0,7.0,35.0,4.0,0.0,7.0,7.0,0.7142857140000001,265.0,1.0,0.0,0.9176470590000001,0.46875,3.0,3.0,31.375,5.0,1.375,-1
31.0,1.0,0.0,6.0,65.0,243.0,4.0,2.0,30.0,0.726666667,747.0,1.0,0.0,0.0,0.18279569899999998,1.0,1.0,22.61290323,4.0,1.1613,-1
15.0,3.0,0.0,3.0,37.0,41.0,1.0,2.0,14.0,0.6964285709999999,437.0,0.75,1.0,0.454545455,0.311111111,1.0,2.0,27.33333333,1.0,0.8,-1
12.0,1.0,0.0,3.0,21.0,44.0,1.0,2.0,5.0,0.805194805,147.0,1.0,1.0,0.0,0.261904762,0.0,0.0,10.66666667,4.0,1.25,-1
2.0,2.0,0.0,6.0,9.0,1.0,1.0,5.0,2.0,2.0,33.0,0.0,0.0,0.958333333,1.0,0.0,0.0,15.5,1.0,0.5,-1
6.0,3.0,0.0,6.0,16.0,5.0,0.0,6.0,5.0,0.7333333329999999,95.0,1.0,0.0,0.880952381,0.5,0.0,0.0,14.33333333,1.0,0.8333,-1
15.0,4.0,2.0,18.0,55.0,37.0,2.0,16.0,9.0,0.728571429,730.0,1.0,4.0,0.846153846,0.193333333,3.0,7.0,47.0,12.0,2.4667,1
7.0,3.0,0.0,8.0,22.0,0.0,0.0,8.0,7.0,0.625,147.0,1.0,0.0,0.860465116,0.342857143,1.0,1.0,19.42857143,5.0,1.4286,-1
26.0,3.0,0.0,15.0,108.0,233.0,1.0,15.0,22.0,0.9026086959999999,1156.0,1.0,2.0,0.596774194,0.16025641,3.0,3.0,42.57692308,7.0,1.2692,1
3.0,3.0,0.0,5.0,22.0,0.0,1.0,5.0,3.0,0.0,149.0,1.0,0.0,0.9487179490000001,0.666666667,0.0,0.0,48.33333333,1.0,0.6667,-1
19.0,1.0,0.0,30.0,46.0,65.0,29.0,3.0,17.0,0.41666666700000005,448.0,1.0,0.0,0.0,0.289473684,0.0,0.0,22.47368421,16.0,2.4211,-1
6.0,4.0,0.0,8.0,34.0,0.0,0.0,8.0,6.0,0.6,493.0,1.0,0.0,0.939759036,0.5555555560000001,1.0,1.0,80.5,1.0,0.8333,1
2.0,2.0,0.0,10.0,9.0,1.0,6.0,4.0,2.0,2.0,31.0,0.0,0.0,0.923076923,0.666666667,0.0,0.0,14.5,1.0,0.5,-1
26.0,3.0,0.0,33.0,80.0,201.0,26.0,8.0,20.0,0.573333333,719.0,0.666666667,2.0,0.5660377360000001,0.152727273,2.0,11.0,26.53846154,14.0,2.2692,-1
3.0,3.0,0.0,3.0,10.0,0.0,0.0,3.0,3.0,0.0,32.0,1.0,0.0,0.9487179490000001,0.666666667,0.0,0.0,9.333333332999999,1.0,0.6667,-1
3.0,2.0,0.0,9.0,22.0,3.0,1.0,8.0,2.0,2.0,128.0,0.0,0.0,0.92,1.0,1.0,1.0,41.66666667,9.0,3.3333,-1
9.0,3.0,0.0,9.0,29.0,0.0,0.0,9.0,9.0,0.583333333,168.0,1.0,1.0,0.8222222220000001,0.444444444,0.0,0.0,17.33333333,2.0,1.4444,-1
4.0,3.0,0.0,5.0,32.0,2.0,0.0,5.0,4.0,0.666666667,215.0,1.0,0.0,0.925,0.75,1.0,1.0,52.25,1.0,0.75,-1
2.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.666666667,0.0,0.0,16.5,2.0,1.0,-1
3.0,1.0,0.0,2.0,15.0,0.0,2.0,0.0,3.0,0.166666667,100.0,1.0,0.0,0.0,0.666666667,0.0,0.0,31.33333333,2.0,1.0,-1
14.0,3.0,2.0,11.0,41.0,67.0,3.0,8.0,11.0,0.846153846,366.0,1.0,1.0,0.74,0.223214286,1.0,1.0,24.71428571,4.0,1.2857,-1
19.0,1.0,0.0,24.0,81.0,147.0,17.0,8.0,7.0,0.8611111109999999,560.0,1.0,1.0,0.0,0.17129629600000001,0.0,0.0,28.15789474,2.0,1.0,-1
8.0,3.0,0.0,2.0,39.0,10.0,0.0,2.0,8.0,0.7142857140000001,265.0,1.0,0.0,0.8409090909999999,0.325,1.0,1.0,31.625,4.0,1.25,-1
23.0,1.0,1.0,25.0,52.0,181.0,23.0,2.0,14.0,0.731404959,1489.0,1.0,0.0,0.0,0.290909091,0.0,0.0,63.26086957,35.0,6.087000000000001,-1
5.0,1.0,0.0,5.0,13.0,0.0,4.0,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.533333333,0.0,0.0,12.6,3.0,1.2,-1
14.0,3.0,0.0,7.0,33.0,65.0,0.0,7.0,14.0,0.91025641,404.0,1.0,1.0,0.74,0.595238095,2.0,3.0,27.0,2.0,1.0,1
2.0,2.0,0.0,6.0,11.0,1.0,1.0,5.0,2.0,2.0,37.0,0.0,0.0,0.958333333,1.0,0.0,0.0,17.5,1.0,0.5,-1
1.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,-1
5.0,1.0,0.0,2.0,15.0,0.0,1.0,1.0,4.0,0.5,137.0,1.0,0.0,0.0,0.9,0.0,0.0,25.2,4.0,1.8,-1
4.0,1.0,0.0,4.0,5.0,0.0,3.0,1.0,4.0,0.333333333,24.0,1.0,0.0,0.0,0.875,0.0,0.0,4.75,1.0,0.75,-1
21.0,1.0,0.0,27.0,78.0,158.0,11.0,17.0,15.0,0.735714286,659.0,0.9285714290000001,5.0,0.0,0.145,0.0,0.0,29.71428571,7.0,1.6667,1
14.0,3.0,12.0,20.0,41.0,0.0,13.0,7.0,13.0,0.46153846200000004,174.0,1.0,1.0,0.74,0.39285714299999996,0.0,0.0,11.28571429,6.0,1.5,-1
4.0,1.0,0.0,2.0,5.0,6.0,1.0,1.0,4.0,2.0,16.0,0.0,0.0,0.0,0.875,0.0,0.0,3.0,1.0,0.75,-1
6.0,1.0,0.0,7.0,28.0,1.0,1.0,6.0,6.0,0.6,173.0,1.0,3.0,0.0,0.305555556,0.0,0.0,27.33333333,1.0,0.8333,-1
20.0,2.0,40.0,100.0,28.0,158.0,96.0,6.0,16.0,0.8771929820000001,164.0,1.0,3.0,0.321428571,0.258333333,1.0,3.0,6.9,3.0,1.1,-1
5.0,1.0,0.0,19.0,12.0,4.0,17.0,2.0,5.0,0.25,55.0,1.0,0.0,0.0,0.533333333,0.0,0.0,9.8,1.0,0.6,-1
27.0,1.0,0.0,3.0,63.0,297.0,1.0,2.0,10.0,0.778846154,527.0,0.0,2.0,0.0,0.37962963,0.0,0.0,18.22222222,11.0,1.4444,-1
14.0,1.0,1.0,9.0,34.0,47.0,4.0,5.0,12.0,0.8241758240000001,279.0,1.0,0.0,0.0,0.307692308,0.0,0.0,18.42857143,6.0,1.8571,1
